arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,n_train,cycle_steps,cum_step,cum_samples,cycle_wall_s,final_train_loss,final_val_mse_noisy,final_val_mse_clean,final_train_val_gap,best_val_mse_clean,step_of_best,handoff_step,best_at_boundary,rollout_std,truth_std,stable,batch_order_hash,vt_mtu@0.2,vt_mtu@0.3,vt_mtu@0.5,vt_mtu@0.8,effective_rank,dormant_frac,weight_norm,wnorm::body.0.weight,wnorm::body.2.weight,wnorm::body.4.weight,wnorm::head.weight,wratio::body.0.weight,wratio::body.2.weight,wratio::body.4.weight,wratio::head.weight
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2000,6000,6000,1536000,16.164,nan,0.03787905,0.04034774,0.03787905,0.00292052,97,97,0,1.27618718,0.99916321,1,1949d6a0f7dfd389,0.3,0.5,0.65,1.25,97.50099945,0.0,23.18359016,12.87789536,13.82059479,13.43416786,0.39109784,0.98642205,1.05777857,1.02792178,0.66021076
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,102,500004,1,4000,0,6000,1536000,0.067,nan,0.01881847,0.00292052,0.01881847,0.00292052,0,0,0,0.91294843,0.99916321,1,,0.35,0.55,0.95,2.05,97.50099945,0.0,23.18359016,12.87789536,13.82059479,13.43416786,0.39109784,0.98642205,1.05777857,1.02792178,0.66021076
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,103,500005,2,6000,0,6000,1536000,0.067,nan,0.01881847,0.00292052,0.01881847,0.00292052,0,0,0,0.91294843,0.99916321,1,,0.35,0.55,0.95,2.05,97.50099945,0.0,23.18359016,12.87789536,13.82059479,13.43416786,0.39109784,0.98642205,1.05777857,1.02792178,0.66021076
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,104,500006,3,8000,0,6000,1536000,0.067,nan,0.01881847,0.00292052,0.01881847,0.00292052,0,0,0,0.91294843,0.99916321,1,,0.35,0.55,0.95,2.05,97.50099945,0.0,23.18359016,12.87789536,13.82059479,13.43416786,0.39109784,0.98642205,1.05777857,1.02792178,0.66021076
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,105,500007,4,10000,0,6000,1536000,0.067,nan,0.01881847,0.00292052,0.01881847,0.00292052,0,0,0,0.91294843,0.99916321,1,,0.35,0.55,0.95,2.05,97.50099945,0.0,23.18359016,12.87789536,13.82059479,13.43416786,0.39109784,0.98642205,1.05777857,1.02792178,0.66021076
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,106,500008,5,12000,0,6000,1536000,0.067,nan,0.01881847,0.00292052,0.01881847,0.00292052,0,0,0,0.91294843,0.99916321,1,,0.35,0.55,0.95,2.05,97.50099945,0.0,23.18359016,12.87789536,13.82059479,13.43416786,0.39109784,0.98642205,1.05777857,1.02792178,0.66021076
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,107,500009,6,14000,0,6000,1536000,0.067,nan,0.01881847,0.00292052,0.01881847,0.00292052,0,0,0,0.91294843,0.99916321,1,,0.35,0.55,0.95,2.05,97.50099945,0.0,23.18359016,12.87789536,13.82059479,13.43416786,0.39109784,0.98642205,1.05777857,1.02792178,0.66021076
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,108,500010,7,16000,0,6000,1536000,0.067,nan,0.01881847,0.00292052,0.01881847,0.00292052,0,0,0,0.91294843,0.99916321,1,,0.35,0.55,0.95,2.05,97.50099945,0.0,23.18359016,12.87789536,13.82059479,13.43416786,0.39109784,0.98642205,1.05777857,1.02792178,0.66021076
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,109,500011,8,18000,0,6000,1536000,0.067,nan,0.01881847,0.00292052,0.01881847,0.00292052,0,0,0,0.91294843,0.99916321,1,,0.35,0.55,0.95,2.05,97.50099945,0.0,23.18359016,12.87789536,13.82059479,13.43416786,0.39109784,0.98642205,1.05777857,1.02792178,0.66021076
frozen,1,1,1,0.001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,110,500012,9,20000,0,6000,1536000,0.067,nan,0.01881847,0.00292052,0.01881847,0.00292052,0,0,0,0.91294843,0.99916321,1,,0.35,0.55,0.95,2.05,97.50099945,0.0,23.18359016,12.87789536,13.82059479,13.43416786,0.39109784,0.98642205,1.05777857,1.02792178,0.66021076
