arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,n_train,cycle_steps,cum_step,cum_samples,cycle_wall_s,final_train_loss,final_val_mse_noisy,final_val_mse_clean,final_train_val_gap,best_val_mse_clean,step_of_best,handoff_step,best_at_boundary,rollout_std,truth_std,stable,batch_order_hash,vt_mtu@0.2,vt_mtu@0.3,vt_mtu@0.5,vt_mtu@0.8,effective_rank,dormant_frac,weight_norm,wnorm::body.0.weight,wnorm::body.2.weight,wnorm::body.4.weight,wnorm::head.weight,wratio::body.0.weight,wratio::body.2.weight,wratio::body.4.weight,wratio::head.weight
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2000,6000,6000,1536000,16.127,nan,0.01319573,0.00861793,0.01319573,0.00454016,72,72,0,0.99829698,0.99916321,1,1949d6a0f7dfd389,0.7,0.95,1.4,2.45,99.54575348,0.0,22.75445803,13.08842659,13.15856171,13.15064812,0.60922706,1.00254834,1.00710894,1.00622813,1.02843385
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,102,500004,1,4000,6000,12000,3072000,14.032,nan,0.01301245,0.00822679,0.01301245,0.00471912,26,26,0,0.96003807,0.99916321,1,0cf4751c3b3ca1e0,0.75,1.0,1.5,2.6,101.12562561,0.0,22.764667,13.08960438,13.17176914,13.15410042,0.60535991,1.00263855,1.00811979,1.00649229,1.02190573
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,103,500005,2,6000,6000,18000,4608000,14.076,nan,0.01304571,0.00823077,0.01304571,0.00492927,19,19,0,0.96629703,0.99916321,1,95e271ebb909b569,0.7,0.95,1.45,2.45,99.15705109,0.0,22.78726215,13.09578323,13.1890564,13.16944599,0.61176926,1.00311184,1.00944289,1.00766646,1.03272532
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,104,500006,3,8000,6000,24000,6144000,13.991,nan,0.01291886,0.00794407,0.01291886,0.00532258,30,30,0,1.01988697,0.99916321,1,9ac25a5a27aa15e6,0.75,1.0,1.5,2.45,98.13796234,0.0,22.80605899,13.09975052,13.20683002,13.18011951,0.61396533,1.00341573,1.01080322,1.00848315,1.0364325
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,105,500007,4,10000,6000,30000,7680000,14.0,nan,0.01291066,0.0081234,0.01291066,0.0054724,22,22,0,0.98103058,0.99916321,1,bf14292649ebd118,0.75,1.05,1.55,2.5,97.97034454,0.0,22.8111088,13.0997963,13.21655846,13.17927265,0.60940671,1.00341923,1.0115478,1.00841835,1.02873711
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,106,500008,5,12000,6000,36000,9216000,13.98,nan,0.01288366,0.00802821,0.01288366,0.00589923,12,12,0,0.97749436,0.99916321,1,2cfe2780ba0dda8b,0.75,1.05,1.55,2.55,96.95989227,0.0,22.81670199,13.10078239,13.22392178,13.18066311,0.6077854,1.00349477,1.01211136,1.00852475,1.02600019
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,107,500009,6,14000,6000,42000,10752000,14.01,nan,0.01300267,0.00808148,0.01300267,0.00582877,26,26,0,0.96237409,0.99916321,1,c2c572b2e58ec64b,0.75,1.0,1.5,2.45,97.48565674,0.0,22.82722704,13.10242176,13.23737144,13.1838913,0.6048519,1.00362034,1.01314075,1.00877175,1.02104816
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,108,500010,7,16000,6000,48000,12288000,13.993,nan,0.01290672,0.00800533,0.01290672,0.00592205,22,22,0,0.99099863,0.99916321,1,2021572ab6638b9d,0.75,1.0,1.55,2.65,97.30518341,0.0,22.83899874,13.10496998,13.25065041,13.18844032,0.6040951,1.00381553,1.01415708,1.00911982,1.0197706
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,109,500011,8,18000,6000,54000,13824000,14.04,nan,0.0129226,0.00795695,0.0129226,0.00599562,8,8,0,0.98213637,0.99916321,1,489e23f51b008fc4,0.75,1.05,1.55,2.55,97.19713593,0.0,22.84144275,13.10536003,13.25485229,13.18813038,0.60262197,1.00384541,1.01447867,1.00909611,1.01728382
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,110,500012,9,20000,6000,60000,15360000,14.052,nan,0.01291436,0.00800465,0.01291436,0.00576328,19,19,0,0.99419165,0.99916321,1,040bcd59dd6721e7,0.75,1.0,1.55,2.5,97.04134369,0.0,22.84511311,13.10541058,13.26367664,13.18576336,0.59827518,1.00384928,1.01515406,1.00891499,1.00994603
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,1,1,9974,1101,600006,0,2000,6000,6000,1536000,16.172,nan,0.01311822,0.00855128,0.01311822,0.00463149,72,72,0,1.01251006,1.00046194,1,57e8b5dd5ea69964,0.7,0.95,1.4,2.25,101.06719208,0.0,22.77672768,13.11925316,13.16429043,13.1537714,0.58675039,1.00284381,1.00756129,1.00692641,1.03262501
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,1,1,9974,1102,600007,1,4000,6000,12000,3072000,14.03,nan,0.01301848,0.00821312,0.01301848,0.00490377,26,26,0,0.98137915,1.00046194,1,c2107d5e0df6ce0e,0.7,0.95,1.45,2.4,102.27692413,0.0,22.7889949,13.12125778,13.1783762,13.15904713,0.58374846,1.00299704,1.00863938,1.00733027,1.0273419
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,1,1,9974,1103,600008,2,6000,6000,18000,4608000,14.069,nan,0.01298284,0.00815185,0.01298284,0.00506519,26,26,0,0.99458426,1.00046194,1,da55aa1331a98596,0.7,0.95,1.4,2.35,100.95939636,0.0,22.81425665,13.12685871,13.19941902,13.17593575,0.58816797,1.00342518,1.01024995,1.0086231,1.03511981
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,1,1,9974,1104,600009,3,8000,6000,24000,6144000,14.054,nan,0.01293904,0.00811828,0.01293904,0.00517548,26,26,0,1.01164448,1.00046194,1,e7178fe9d6f34125,0.7,0.95,1.4,2.4,100.98101807,0.0,22.82556012,13.12917328,13.21280098,13.17984772,0.58694839,1.00360211,1.01127417,1.00892257,1.03297349
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,1,1,9974,1105,600010,4,10000,6000,30000,7680000,14.065,nan,0.01295646,0.00813805,0.01295646,0.005701,30,30,0,0.97765905,1.00046194,1,160dee86ea52110f,0.7,0.95,1.4,2.4,99.62448883,0.0,22.84456193,13.13333893,13.23144627,13.18988323,0.58756125,1.00392053,1.01270123,1.00969079,1.03405205
warm_all,1,1,0,0.0001,0.1,512,3,5,4,256,6000,8.0,2633729,1,1,9974,1106,600011,5,12000,6000,36000,9216000,14.025,nan,0.01289432,0.0079709,0.01289432,0.00622064,30,30,0,1.00323713,1.00046194,1,1ce675273c34c478,0.7,0.95,1.35,2.5,98.82517242,0.0,22.86091155,13.13604355,13.24726868,13.19956303,0.58910567,1.00412728,1.01391224,1.01043178,1.03677008
