arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,step,cum_step,cum_samples,cycle_wall_s,n_train,train_loss,val_mse_noisy,val_mse_clean,train_val_gap,valid_time_mtu,valid_time_lyap,weight_norm
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,1,1,256,0.889,2000,0.08510383,0.07832654,0.05822774,-0.00677729,0.05,0.08355,22.63417792
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,2,2,512,1.766,2000,0.07807534,0.07153319,0.05146956,-0.00654215,0.05,0.08355,22.63436154
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,3,3,768,1.821,2000,0.07205575,0.06612834,0.04609654,-0.00592741,0.05,0.08355,22.63470471
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,4,4,1024,1.872,2000,0.06634312,0.06201574,0.04201084,-0.00432738,0.1,0.1671,22.63518349
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,5,5,1280,1.924,2000,0.0626019,0.05906344,0.03908086,-0.00353846,0.1,0.1671,22.63577337
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,6,6,1536,1.975,2000,0.0571988,0.05709637,0.0371274,-0.00010243,0.1,0.1671,22.63642431
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,7,7,1792,2.026,2000,0.05805551,0.05584547,0.03588053,-0.00221004,0.1,0.1671,22.63709289
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,8,8,2048,2.078,2000,0.05670992,0.05501095,0.03503846,-0.00169897,0.1,0.1671,22.63773504
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,9,9,2304,2.129,2000,0.05415535,0.05435237,0.03436295,0.00019702,0.1,0.1671,22.63833795
cold,0,1,0,3e-05,0.1,512,3,5,4,256,6000,8.0,2633729,0,0,9973,101,500003,0,11,11,2816,2.184,2000,0.05351515,0.05280494,0.03275051,-0.00071021,0.1,0.1671,22.63932271
