arm,warm_start,data_all,frozen,lr,noise,hidden,n_layers,kernel,history,batch_size,step_budget,F,n_params,seed,data_seed,noise_seed,init_seed,shuffle_seed,cycle,step,cum_step,cum_samples,cycle_wall_s,n_train,train_loss,val_mse_noisy,val_mse_clean,train_val_gap,valid_time_mtu,valid_time_lyap,weight_norm
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,1,1,256,7.016,2000,0.06735089,0.55343789,0.54857635,0.486087,0.0,0.0,22.65671168
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,2,2,512,7.906,2000,0.55340433,0.48869941,0.48360044,-0.06470492,0.0,0.0,22.65139956
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,3,3,768,7.962,2000,0.486871,0.14750066,0.14240581,-0.33937034,0.05,0.08355,22.63056209
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,4,4,1024,8.012,2000,0.14704876,0.05006528,0.04502513,-0.09698348,0.1,0.1671,22.62992048
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,5,5,1280,8.062,2000,0.04735603,0.16165721,0.15664071,0.11430119,0.05,0.08355,22.64179871
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,6,6,1536,8.112,2000,0.15978236,0.0917501,0.08668019,-0.06803226,0.05,0.08355,22.64663793
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,7,7,1792,8.163,2000,0.08967109,0.03627878,0.03112806,-0.05339231,0.1,0.1671,22.65343581
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,8,8,2048,8.214,2000,0.03485394,0.09801479,0.09279063,0.06316085,0.05,0.08355,22.66636374
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,9,9,2304,8.264,2000,0.09868941,0.12008635,0.11482509,0.02139693,0.05,0.08355,22.67803197
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,11,11,2816,8.318,2000,0.08994061,0.02775235,0.02249112,-0.06218826,0.15,0.25065,22.69881293
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,12,12,3072,8.368,2000,0.02668116,0.04289985,0.03763248,0.01621869,0.1,0.1671,22.71247633
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,14,14,3584,8.456,2000,0.05454568,0.05664037,0.05130506,0.00209468,0.05,0.08355,22.73602651
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,16,16,4096,8.51,2000,0.04363219,0.02214634,0.016721,-0.02148585,0.15,0.25065,22.75290831
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,19,19,4864,8.566,2000,0.02898903,0.04098221,0.03547547,0.01199318,0.1,0.1671,22.7831074
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,22,22,5632,8.623,2000,0.0330947,0.02068329,0.01514668,-0.01241141,0.15,0.25065,22.81439169
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,26,26,6656,8.682,2000,0.02161237,0.02559731,0.02002341,0.00398494,0.1,0.1671,22.8542379
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,30,30,7680,8.742,2000,0.02035911,0.01784477,0.01226732,-0.00251434,0.2,0.3342,22.88145166
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,34,34,8704,8.801,2000,0.01842524,0.0187196,0.01310928,0.00029436,0.15,0.25065,22.90778819
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,40,40,10240,8.867,2000,0.01579346,0.01619106,0.01048852,0.0003976,0.2,0.3342,22.94486083
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,46,46,11776,8.933,2000,0.01411498,0.01399645,0.00827048,-0.00011853,0.2,0.3342,22.96771739
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,54,54,13824,9.005,2000,0.01252182,0.01225922,0.0065244,-0.0002626,0.25,0.41775,22.99771946
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,62,62,15872,9.112,2000,0.01102261,0.01059564,0.00485281,-0.00042697,0.3,0.5013,23.0198069
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,72,72,18432,9.191,2000,0.00953797,0.00923893,0.00349882,-0.00029905,0.35,0.58485,23.04730908
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,83,83,21248,9.272,2000,0.00836438,0.00809658,0.00241027,-0.0002678,0.45,0.75195,23.07440366
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,97,97,24832,9.363,2000,0.00745449,0.00728268,0.00172459,-0.00017181,0.5,0.8355,23.10064774
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,112,112,28672,9.457,2000,0.00680303,0.00673448,0.00136701,-6.855e-05,0.55,0.91905,23.11629282
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,130,130,33280,9.56,2000,0.00626868,0.00611412,0.0010202,-0.00015456,0.65,1.08615,23.12957821
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,150,150,38400,9.669,2000,0.00572152,0.00555343,0.0008016,-0.00016809,0.75,1.25325,23.14729229
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,174,174,44544,9.791,2000,0.00521421,0.00504378,0.00075898,-0.00017042,0.85,1.42035,23.17133638
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,202,202,51712,9.925,2000,0.00473224,0.00452246,0.00086898,-0.00020978,0.85,1.42035,23.20396836
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,234,234,59904,10.071,2000,0.00433404,0.00411795,0.00119974,-0.00021608,1.1,1.8381,23.24030931
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,271,271,69376,10.268,2000,0.00443536,0.00391242,0.00141246,-0.00052294,1.2,2.0052,23.26725094
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,314,314,80384,10.448,2000,0.00383069,0.00384067,0.00185897,9.98e-06,1.2,2.0052,23.29621341
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,364,364,93184,10.653,2000,0.00383482,0.00375338,0.00192645,-8.144e-05,1.2,2.0052,23.31482662
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,422,422,108032,10.881,2000,0.00379555,0.00412935,0.00231303,0.00033381,1.0,1.671,23.33843864
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,489,489,125184,11.136,2000,0.00374441,0.00413158,0.00245451,0.00038717,0.75,1.25325,23.37012225
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,567,567,145152,11.426,2000,0.00367329,0.003609,0.00193571,-6.429e-05,0.95,1.58745,23.40059483
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,657,657,168192,11.753,2000,0.00360135,0.00362958,0.00200992,2.823e-05,1.2,2.0052,23.4393243
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,761,761,194816,12.124,2000,0.0035685,0.00354682,0.00199518,-2.168e-05,1.15,1.92165,23.4915784
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,882,882,225792,12.549,2000,0.00353346,0.0035575,0.00196736,2.404e-05,1.05,1.75455,23.54961485
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,1023,1023,261888,13.037,2000,0.00347448,0.00383567,0.00229831,0.00036119,0.9,1.5039,23.62352758
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,1185,1185,303360,13.625,2000,0.00346489,0.00356438,0.00206181,9.949e-05,1.2,2.0052,23.7180668
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,1373,1373,351488,14.261,2000,0.00340289,0.00350947,0.00206549,0.00010658,1.15,1.92165,23.82825541
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,1592,1592,407552,14.995,2000,0.00336972,0.00355306,0.00209846,0.00018334,1.25,2.08875,23.95765707
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,1844,1844,472064,15.831,2000,0.00333118,0.00342234,0.00204822,9.116e-05,1.05,1.75455,24.11488069
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,2137,2137,547072,16.796,2000,0.0032862,0.00340641,0.00206983,0.00012021,1.3,2.1723,24.30071099
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,2477,2477,634112,17.908,2000,0.00325768,0.00335124,0.00210079,9.356e-05,1.2,2.0052,24.54038463
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,2871,2871,734976,19.193,2000,0.0032262,0.00335199,0.00215164,0.00012579,1.3,2.1723,24.85322358
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,3327,3327,851712,20.671,2000,0.00317965,0.00346284,0.00220553,0.00028319,1.3,2.1723,25.27611683
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,3855,3855,986880,22.376,2000,0.00314283,0.00345541,0.0023338,0.00031258,1.2,2.0052,25.93411593
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,4468,4468,1143808,24.349,2000,0.00306072,0.00359501,0.00252272,0.0005343,1.1,1.8381,26.92941783
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,5177,5177,1325312,26.668,2000,0.00292874,0.00378292,0.0028482,0.00085417,1.05,1.75455,28.58916169
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4101,900015,0,6000,6000,1536000,29.31,2000,0.00267563,0.0044791,0.00370059,0.00180347,1.0,1.671,31.54792804
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,1,6001,1536256,0.052,4000,0.07203847,0.58543795,0.58067667,0.51339948,0.0,0.0,22.674725
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,2,6002,1536512,0.138,4000,0.57543486,0.61533409,0.61023545,0.03989923,0.0,0.0,22.67057233
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,3,6003,1536768,0.189,4000,0.61256683,0.15197116,0.14690192,-0.46059567,0.05,0.08355,22.64861722
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,4,6004,1537024,0.24,4000,0.15698853,0.05752227,0.05252454,-0.09946626,0.05,0.08355,22.64796595
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,5,6005,1537280,0.291,4000,0.05566059,0.17195939,0.1669727,0.11629879,0.05,0.08355,22.65894111
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,6,6006,1537536,0.341,4000,0.17008661,0.08197545,0.07691079,-0.08811115,0.05,0.08355,22.66456554
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,7,6007,1537792,0.392,4000,0.08001473,0.0431321,0.03796646,-0.03688263,0.1,0.1671,22.67391733
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,8,6008,1538048,0.443,4000,0.04129704,0.12987761,0.12463984,0.08858057,0.05,0.08355,22.6886944
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,9,6009,1538304,0.493,4000,0.12913299,0.13059136,0.12533848,0.00145838,0.05,0.08355,22.70089252
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,11,6011,1538816,0.547,4000,0.09560291,0.03009957,0.02488357,-0.06550333,0.1,0.1671,22.72490539
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,12,6012,1539072,0.598,4000,0.0292041,0.06521472,0.05999211,0.03601062,0.05,0.08355,22.74007969
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,14,6014,1539584,0.686,4000,0.0716732,0.04873959,0.04343267,-0.02293361,0.1,0.1671,22.76344378
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,16,6016,1540096,0.741,4000,0.03634017,0.02598587,0.02059346,-0.0103543,0.15,0.25065,22.7832475
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,19,6019,1540864,0.797,4000,0.03797329,0.04292933,0.03748491,0.00495604,0.1,0.1671,22.8180634
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,22,6022,1541632,0.855,4000,0.03214858,0.01973892,0.01427206,-0.01240966,0.15,0.25065,22.85386896
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,26,6026,1542656,0.914,4000,0.02319069,0.0249897,0.01949812,0.00179901,0.1,0.1671,22.89689293
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,30,6030,1543680,0.975,4000,0.02016728,0.01872256,0.0132455,-0.00144472,0.15,0.25065,22.92855669
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,34,6034,1544704,1.035,4000,0.01929218,0.01828874,0.01278715,-0.00100345,0.15,0.25065,22.95822474
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,40,6040,1546240,1.102,4000,0.01595329,0.01639217,0.01079287,0.00043888,0.2,0.3342,22.99760661
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,46,6046,1547776,1.169,4000,0.01453192,0.01379442,0.00818713,-0.0007375,0.25,0.41775,23.02116636
cold,0,1,0,0.001,0.05,512,3,5,4,256,6000,8.0,2633729,4,4,9977,4102,900016,1,54,6054,1549824,1.241,4000,0.01274241,0.01220899,0.00657614,-0.00053342,0.25,0.41775,23.050695
