n_train,hidden,noise,lr,seed,step,train_mse_clean,val_mse_clean,test_mse_clean
500,512,0.0,0.001,1,0,0.06602351,0.06505889,0.06626529
500,512,0.0,0.001,1,1,0.49132177,0.49475771,0.4900164
500,512,0.0,0.001,1,2,0.60446602,0.59354466,0.5894528
500,512,0.0,0.001,1,3,0.13758028,0.13547862,0.13590737
500,512,0.0,0.001,1,4,0.03917712,0.04094268,0.0409163
500,512,0.0,0.001,1,5,0.11954419,0.12172331,0.12011479
500,512,0.0,0.001,1,6,0.06015849,0.06182608,0.06139244
500,512,0.0,0.001,1,7,0.03762385,0.03785643,0.03820189
500,512,0.0,0.001,1,8,0.11748581,0.11565878,0.11507269
500,512,0.0,0.001,1,9,0.10318108,0.10162131,0.10102531
500,512,0.0,0.001,1,11,0.03644046,0.03799776,0.037935
500,512,0.0,0.001,1,12,0.07571576,0.07698806,0.07641478
500,512,0.0,0.001,1,14,0.01723699,0.01803281,0.01823961
500,512,0.0,0.001,1,16,0.04358111,0.04361723,0.04367511
500,512,0.0,0.001,1,19,0.01349886,0.01403375,0.0142484
500,512,0.0,0.001,1,22,0.02597853,0.02654576,0.02647385
500,512,0.0,0.001,1,26,0.01271459,0.01309306,0.01326818
500,512,0.0,0.001,1,30,0.01216052,0.01245201,0.01255145
500,512,0.0,0.001,1,34,0.01087878,0.01152768,0.0116067
500,512,0.0,0.001,1,40,0.00773789,0.0081607,0.00821943
500,512,0.0,0.001,1,46,0.00588691,0.00641151,0.00640213
500,512,0.0,0.001,1,54,0.00488091,0.00532334,0.0053002
500,512,0.0,0.001,1,62,0.00361908,0.00409552,0.00403724
500,512,0.0,0.001,1,72,0.00254255,0.0030031,0.00293875
500,512,0.0,0.001,1,83,0.0018571,0.00224961,0.00220296
500,512,0.0,0.001,1,97,0.00136387,0.00166534,0.00164796
500,512,0.0,0.001,1,112,0.00102655,0.00126419,0.00125542
500,512,0.0,0.001,1,130,0.00076607,0.00095742,0.00095521
500,512,0.0,0.001,1,150,0.00057409,0.00073204,0.00072832
500,512,0.0,0.001,1,174,0.00042007,0.00054678,0.00054237
500,512,0.0,0.001,1,202,0.00030597,0.00040787,0.0004036
500,512,0.0,0.001,1,234,0.00021905,0.00030252,0.00029824
500,512,0.0,0.001,1,271,0.00016205,0.000231,0.00022708
500,512,0.0,0.001,1,314,0.00012063,0.00018016,0.00017612
500,512,0.0,0.001,1,364,0.00063326,0.00068655,0.00067797
500,512,0.0,0.001,1,422,7.418e-05,0.00011834,0.00011447
500,512,0.0,0.001,1,489,6.043e-05,9.86e-05,9.557e-05
500,512,0.0,0.001,1,567,4.412e-05,7.67e-05,7.361e-05
500,512,0.0,0.001,1,657,3.297e-05,6.02e-05,5.783e-05
500,512,0.0,0.001,1,761,0.00027617,0.00030061,0.00029559
500,512,0.0,0.001,1,882,1.929e-05,3.908e-05,3.713e-05
500,512,0.0,0.001,1,1023,2.01e-05,3.667e-05,3.492e-05
500,512,0.0,0.001,1,1185,1.226e-05,2.608e-05,2.475e-05
500,512,0.0,0.001,1,1373,1.045e-05,2.252e-05,2.119e-05
500,512,0.0,0.001,1,1592,1.205e-05,2.319e-05,2.171e-05
500,512,0.0,0.001,1,1844,1.364e-05,2.177e-05,2.12e-05
500,512,0.0,0.001,1,2137,6.23e-06,1.404e-05,1.313e-05
500,512,0.0,0.001,1,2477,6.7e-06,1.315e-05,1.236e-05
500,512,0.0,0.001,1,2871,3.71e-06,9.43e-06,8.87e-06
500,512,0.0,0.001,1,3327,4.75e-06,9.78e-06,9.03e-06
500,512,0.0,0.001,1,3855,2.66e-06,6.98e-06,6.51e-06
500,512,0.0,0.001,1,4468,1.712e-05,2.119e-05,2.1e-05
500,512,0.0,0.001,1,5177,3.884e-05,4.248e-05,4.213e-05
500,512,0.0,0.001,1,6000,2.189e-05,2.585e-05,2.524e-05
500,512,0.0,0.003,1,0,0.06602351,0.06505889,0.06626529
500,512,0.0,0.003,1,1,5.29842138,5.2426405,5.21742344
500,512,0.0,0.003,1,2,83.36859894,82.34218597,81.59593201
500,512,0.0,0.003,1,3,5.48815536,5.43829918,5.39509344
500,512,0.0,0.003,1,4,0.09554018,0.09861311,0.0991903
500,512,0.0,0.003,1,5,0.69525421,0.7083618,0.70375997
500,512,0.0,0.003,1,6,0.20623195,0.21362849,0.21687458
500,512,0.0,0.003,1,7,0.23372363,0.22879894,0.2269392
500,512,0.0,0.003,1,8,0.52080762,0.51333398,0.51028925
500,512,0.0,0.003,1,9,0.46466488,0.45989227,0.46125355
500,512,0.0,0.003,1,11,0.12968823,0.12788713,0.12975198
500,512,0.0,0.003,1,12,0.08338507,0.08160607,0.08266018
500,512,0.0,0.003,1,14,0.08992766,0.088003,0.08925404
500,512,0.0,0.003,1,16,0.08598396,0.08418345,0.08595003
500,512,0.0,0.003,1,19,0.0562678,0.05567865,0.05698605
500,512,0.0,0.003,1,22,0.04285568,0.04319433,0.04370876
500,512,0.0,0.003,1,26,0.02958189,0.03052711,0.03052878
500,512,0.0,0.003,1,30,0.02231128,0.02330678,0.0233088
500,512,0.0,0.003,1,34,0.0198423,0.02070042,0.02090125
500,512,0.0,0.003,1,40,0.01552239,0.01641555,0.01649184
500,512,0.0,0.003,1,46,0.012371,0.01323619,0.01332306
500,512,0.0,0.003,1,54,0.00981711,0.01080955,0.01087168
500,512,0.0,0.003,1,62,0.00822354,0.00908102,0.00913144
500,512,0.0,0.003,1,72,0.00682856,0.00760218,0.00762641
500,512,0.0,0.003,1,83,0.0057503,0.00648441,0.00650107
500,512,0.0,0.003,1,97,0.00472227,0.00543908,0.0054373
500,512,0.0,0.003,1,112,0.00391301,0.00461797,0.00460702
500,512,0.0,0.003,1,130,0.00324771,0.00393544,0.00392504
500,512,0.0,0.003,1,150,0.00273326,0.00339232,0.00337699
500,512,0.0,0.003,1,174,0.00229012,0.00290239,0.0028864
500,512,0.0,0.003,1,202,0.00190053,0.00247944,0.00245977
500,512,0.0,0.003,1,234,0.00157142,0.00211277,0.00209135
500,512,0.0,0.003,1,271,0.00129948,0.00179383,0.00177816
500,512,0.0,0.003,1,314,0.00106896,0.00152171,0.00150548
500,512,0.0,0.003,1,364,0.00087536,0.00129262,0.00127848
500,512,0.0,0.003,1,422,0.00070914,0.0010821,0.00107034
500,512,0.0,0.003,1,489,0.00055865,0.00088868,0.00087808
500,512,0.0,0.003,1,567,0.00043481,0.00072208,0.00071223
500,512,0.0,0.003,1,657,0.00034174,0.00058887,0.00057871
500,512,0.0,0.003,1,761,0.00026474,0.0004803,0.00046944
500,512,0.0,0.003,1,882,0.00021414,0.00040233,0.00039288
500,512,0.0,0.003,1,1023,0.00015696,0.00031852,0.00030996
500,512,0.0,0.003,1,1185,0.00013455,0.00027824,0.00026999
500,512,0.0,0.003,1,1373,9.642e-05,0.00021974,0.0002122
500,512,0.0,0.003,1,1592,0.00011303,0.00022489,0.00021637
500,512,0.0,0.003,1,1844,9.849e-05,0.00019159,0.00018604
500,512,0.0,0.003,1,2137,0.00017533,0.00026919,0.00025965
500,512,0.0,0.003,1,2477,0.00024684,0.00033486,0.00032555
500,512,0.0,0.003,1,2871,5.463e-05,0.00012012,0.00011536
500,512,0.0,0.003,1,3327,4.006e-05,0.00010076,9.606e-05
500,512,0.0,0.003,1,3855,2.412e-05,7.715e-05,7.278e-05
500,512,0.0,0.003,1,4468,3.903e-05,8.802e-05,8.406e-05
500,512,0.0,0.003,1,5177,1.153e-05,5.231e-05,4.888e-05
500,512,0.0,0.003,1,6000,4.111e-05,8.028e-05,7.659e-05
1000,512,0.0,0.001,1,0,0.06503574,0.06505889,0.06626529
1000,512,0.0,0.001,1,1,0.48219892,0.4880906,0.48330796
1000,512,0.0,0.001,1,2,0.59226084,0.59762561,0.59339589
