n_train,hidden,noise,lr,seed,step,train_mse_clean,val_mse_clean,test_mse_clean
500,128,0.1,0.001,1,0,0.06775807,0.06674371,0.06794121
500,128,0.1,0.001,1,1,0.04235334,0.04238246,0.04304676
500,128,0.1,0.001,1,2,0.03744328,0.03837471,0.03852551
500,128,0.1,0.001,1,3,0.03539596,0.03682861,0.03690236
500,128,0.1,0.001,1,4,0.02945931,0.03091621,0.03108368
500,128,0.1,0.001,1,5,0.02703351,0.02811825,0.02834713
500,128,0.1,0.001,1,6,0.02599012,0.02671413,0.02697306
500,128,0.1,0.001,1,7,0.02246581,0.02307908,0.02335508
500,128,0.1,0.001,1,8,0.01877067,0.0194439,0.01971279
500,128,0.1,0.001,1,9,0.01823117,0.01897821,0.01920407
500,128,0.1,0.001,1,11,0.01731278,0.01795181,0.01813142
500,128,0.1,0.001,1,12,0.01612309,0.0166699,0.01688731
500,128,0.1,0.001,1,14,0.01469508,0.01519773,0.01539381
500,128,0.1,0.001,1,16,0.01273497,0.01353386,0.01365146
500,128,0.1,0.001,1,19,0.01140059,0.01208597,0.01212193
500,128,0.1,0.001,1,22,0.01042076,0.01103931,0.01105929
500,128,0.1,0.001,1,26,0.00852475,0.00927575,0.00921078
500,128,0.1,0.001,1,30,0.00791308,0.00891298,0.00879035
500,128,0.1,0.001,1,34,0.00642212,0.00721176,0.00708392
500,128,0.1,0.001,1,40,0.0048343,0.00558574,0.00545518
500,128,0.1,0.001,1,46,0.00386551,0.0045704,0.00440689
500,128,0.1,0.001,1,54,0.00431398,0.00496938,0.00482725
500,128,0.1,0.001,1,62,0.00566939,0.00616211,0.00610721
500,128,0.1,0.001,1,72,0.0085726,0.00907016,0.00907459
500,128,0.1,0.001,1,83,0.00871988,0.00910525,0.00910394
500,128,0.1,0.001,1,97,0.00798124,0.00839243,0.00837507
500,128,0.1,0.001,1,112,0.00800876,0.00835529,0.00834536
500,128,0.1,0.001,1,130,0.00818821,0.00859963,0.0085714
500,128,0.1,0.001,1,150,0.00802431,0.00845571,0.00841052
500,128,0.1,0.001,1,174,0.00798242,0.00835711,0.00832574
500,128,0.1,0.001,1,202,0.00814719,0.00853352,0.00851026
500,128,0.1,0.001,1,234,0.00814134,0.00860327,0.00857013
500,128,0.1,0.001,1,271,0.00844744,0.00893193,0.00887486
500,128,0.1,0.001,1,314,0.00881638,0.00931231,0.00925907
500,128,0.1,0.001,1,364,0.00819906,0.00870416,0.00866428
500,128,0.1,0.001,1,422,0.00801617,0.008574,0.00852209
500,128,0.1,0.001,1,489,0.00814372,0.00868329,0.00864481
500,128,0.1,0.001,1,567,0.00845076,0.00907312,0.00903056
500,128,0.1,0.001,1,657,0.00840579,0.00904942,0.00899594
500,128,0.1,0.001,1,761,0.00859297,0.00929782,0.00923622
500,128,0.1,0.001,1,882,0.00864125,0.0094866,0.00942717
500,128,0.1,0.001,1,1023,0.0085542,0.0094557,0.00938588
500,128,0.1,0.001,1,1185,0.00869166,0.00966007,0.00958724
500,128,0.1,0.001,1,1373,0.00902007,0.01010261,0.01004833
500,128,0.1,0.001,1,1592,0.00909017,0.01052312,0.01046747
500,128,0.1,0.001,1,1844,0.00904226,0.01076057,0.01070539
500,128,0.1,0.001,1,2137,0.00975897,0.01212575,0.01206096
500,128,0.1,0.001,1,2477,0.01045077,0.01406661,0.01400443
500,128,0.1,0.001,1,2871,0.01165942,0.01769578,0.01759782
500,128,0.1,0.001,1,3327,0.01309372,0.02363776,0.02342298
500,128,0.1,0.001,1,3855,0.01441835,0.03241463,0.03223188
500,128,0.1,0.001,1,4468,0.01672562,0.04429298,0.04422005
500,128,0.1,0.001,1,5177,0.01787744,0.05586893,0.05598816
500,128,0.1,0.001,1,6000,0.01869494,0.06345438,0.06347972
500,128,0.1,0.003,1,0,0.06775807,0.06674371,0.06794121
500,128,0.1,0.003,1,1,0.05977419,0.06147395,0.06110749
500,128,0.1,0.003,1,2,0.07888925,0.07802826,0.07860152
500,128,0.1,0.003,1,3,0.03813033,0.0384702,0.03882689
500,128,0.1,0.003,1,4,0.02638112,0.02756629,0.02781903
500,128,0.1,0.003,1,5,0.02901867,0.03028959,0.03052897
500,128,0.1,0.003,1,6,0.02270058,0.02364631,0.02386351
500,128,0.1,0.003,1,7,0.01981131,0.02034985,0.02065209
500,128,0.1,0.003,1,8,0.02325453,0.02352497,0.02391783
500,128,0.1,0.003,1,9,0.0222276,0.02250662,0.02287516
500,128,0.1,0.003,1,11,0.01603282,0.01684524,0.01702737
500,128,0.1,0.003,1,12,0.01669738,0.01760413,0.01777472
500,128,0.1,0.003,1,14,0.01326034,0.01378488,0.01390275
500,128,0.1,0.003,1,16,0.01279687,0.01315367,0.01322563
500,128,0.1,0.003,1,19,0.01144535,0.01235808,0.01238779
500,128,0.1,0.003,1,22,0.009828,0.01026069,0.01024316
500,128,0.1,0.003,1,26,0.00743629,0.00826679,0.00818396
500,128,0.1,0.003,1,30,0.00627966,0.00698448,0.00691618
500,128,0.1,0.003,1,34,0.00521483,0.00589347,0.00576746
500,128,0.1,0.003,1,40,0.00355194,0.00417293,0.00407814
500,128,0.1,0.003,1,46,0.00349065,0.00400463,0.00393486
500,128,0.1,0.003,1,54,0.00497559,0.00534594,0.00532606
500,128,0.1,0.003,1,62,0.00749936,0.00784141,0.00784393
500,128,0.1,0.003,1,72,0.0102848,0.01069447,0.01065135
500,128,0.1,0.003,1,83,0.00663988,0.00697107,0.00695474
500,128,0.1,0.003,1,97,0.00691423,0.00719653,0.00717861
500,128,0.1,0.003,1,112,0.0080894,0.00841058,0.00837506
500,128,0.1,0.003,1,130,0.00805122,0.00842749,0.00838623
500,128,0.1,0.003,1,150,0.00840115,0.00884533,0.00879212
500,128,0.1,0.003,1,174,0.0081555,0.00859618,0.00854927
500,128,0.1,0.003,1,202,0.00761671,0.00803403,0.00800159
500,128,0.1,0.003,1,234,0.00830139,0.00875714,0.00872587
500,128,0.1,0.003,1,271,0.00841566,0.00899455,0.00892555
500,128,0.1,0.003,1,314,0.00854709,0.00914092,0.00908377
500,128,0.1,0.003,1,364,0.00828176,0.00893447,0.00887446
500,128,0.1,0.003,1,422,0.00859742,0.00930234,0.00923628
500,128,0.1,0.003,1,489,0.00816928,0.00891143,0.00885007
500,128,0.1,0.003,1,567,0.00882018,0.0096449,0.00958013
500,128,0.1,0.003,1,657,0.00853398,0.00943119,0.00937517
500,128,0.1,0.003,1,761,0.00865974,0.00991994,0.00984728
500,128,0.1,0.003,1,882,0.00943654,0.01128713,0.01120563
500,128,0.1,0.003,1,1023,0.0095649,0.01224114,0.01216949
500,128,0.1,0.003,1,1185,0.0107989,0.01514837,0.01511123
500,128,0.1,0.003,1,1373,0.01182877,0.0198239,0.01977613
500,128,0.1,0.003,1,1592,0.0151444,0.03013897,0.02983798
500,128,0.1,0.003,1,1844,0.01688192,0.03869744,0.03822369
500,128,0.1,0.003,1,2137,0.01867392,0.04939409,0.04881623
500,128,0.1,0.003,1,2477,0.01931735,0.05512472,0.05438529
500,128,0.1,0.003,1,2871,0.02009713,0.05791377,0.05717831
500,128,0.1,0.003,1,3327,0.01983789,0.05769582,0.05702218
500,128,0.1,0.003,1,3855,0.02008294,0.05809141,0.05728293
500,128,0.1,0.003,1,4468,0.01958882,0.05493031,0.0541257
500,128,0.1,0.003,1,5177,0.02002023,0.053585,0.05293201
500,128,0.1,0.003,1,6000,0.02010642,0.05084804,0.05019274
1000,128,0.1,0.001,1,0,0.06662259,0.06674371,0.06794121
1000,128,0.1,0.001,1,1,0.04202579,0.04231978,0.04297376
1000,128,0.1,0.001,1,2,0.03723219,0.03784205,0.03799792
1000,128,0.1,0.001,1,3,0.03551489,0.03633633,0.0364351
1000,128,0.1,0.001,1,4,0.02935338,0.0301829,0.03038477
1000,128,0.1,0.001,1,5,0.02684333,0.02760369,0.02784686
1000,128,0.1,0.001,1,6,0.02573403,0.02636347,0.02663084
1000,128,0.1,0.001,1,7,0.02226799,0.02279896,0.02308082
1000,128,0.1,0.001,1,8,0.01869727,0.01917716,0.01945442
1000,128,0.1,0.001,1,9,0.01828501,0.01879253,0.01902477
1000,128,0.1,0.001,1,11,0.01711147,0.01767311,0.01786605
1000,128,0.1,0.001,1,12,0.01588859,0.01640087,0.01661816
1000,128,0.1,0.001,1,14,0.01411446,0.01456003,0.01473945
1000,128,0.1,0.001,1,16,0.01260042,0.01319378,0.01331791
1000,128,0.1,0.001,1,19,0.01128703,0.01177052,0.01180049
1000,128,0.1,0.001,1,22,0.01024752,0.01071313,0.01071098
1000,128,0.1,0.001,1,26,0.00867522,0.0091403,0.00909068
1000,128,0.1,0.001,1,30,0.00758812,0.00818845,0.00808469
1000,128,0.1,0.001,1,34,0.00636019,0.00684322,0.00674579
