n_train,hidden,noise,lr,seed,step,train_mse_clean,val_mse_clean,test_mse_clean
500,512,0.1,0.001,1,0,0.06602526,0.06505898,0.06626768
500,512,0.1,0.001,1,1,0.49672958,0.50010079,0.49565879
500,512,0.1,0.001,1,2,0.59955108,0.58817601,0.58491659
500,512,0.1,0.001,1,3,0.13951258,0.13731533,0.13792363
500,512,0.1,0.001,1,4,0.04004602,0.04183582,0.0417904
500,512,0.1,0.001,1,5,0.12214282,0.12433719,0.12268694
500,512,0.1,0.001,1,6,0.06261597,0.06433876,0.06384435
500,512,0.1,0.001,1,7,0.03760055,0.03791693,0.03825309
500,512,0.1,0.001,1,8,0.11657241,0.11476135,0.11426028
500,512,0.1,0.001,1,9,0.10467523,0.10306443,0.10252384
500,512,0.1,0.001,1,11,0.03629466,0.03795267,0.03787351
500,512,0.1,0.001,1,12,0.07561304,0.07701976,0.0764463
500,512,0.1,0.001,1,14,0.01891127,0.01978089,0.01995747
500,512,0.1,0.001,1,16,0.04296246,0.04304799,0.04313773
500,512,0.1,0.001,1,19,0.01524137,0.01578948,0.01598065
500,512,0.1,0.001,1,22,0.02701054,0.02759384,0.02754654
500,512,0.1,0.001,1,26,0.01358998,0.01407062,0.01423312
500,512,0.1,0.001,1,30,0.01439057,0.0147294,0.01482831
500,512,0.1,0.001,1,34,0.01189124,0.01262084,0.0126859
500,512,0.1,0.001,1,40,0.00885564,0.00935544,0.00938732
500,512,0.1,0.001,1,46,0.00707044,0.00767063,0.00764768
500,512,0.1,0.001,1,54,0.00603492,0.0065471,0.00650146
500,512,0.1,0.001,1,62,0.00469853,0.00523761,0.00517331
500,512,0.1,0.001,1,72,0.0034306,0.00394673,0.00386413
500,512,0.1,0.001,1,83,0.00269979,0.0031512,0.00309505
500,512,0.1,0.001,1,97,0.00280351,0.00318011,0.00314656
500,512,0.1,0.001,1,112,0.00393816,0.00427506,0.0042578
500,512,0.1,0.001,1,130,0.00661511,0.00697324,0.00694656
500,512,0.1,0.001,1,150,0.00826916,0.00865913,0.00862307
500,512,0.1,0.001,1,174,0.00819345,0.00857926,0.00854913
500,512,0.1,0.001,1,202,0.0081241,0.00851469,0.0084773
500,512,0.1,0.001,1,234,0.00899525,0.00943536,0.00941947
500,512,0.1,0.001,1,271,0.00859638,0.00906395,0.00899319
500,512,0.1,0.001,1,314,0.00827547,0.00879377,0.0087435
500,512,0.1,0.001,1,364,0.00872434,0.00928064,0.00924092
500,512,0.1,0.001,1,422,0.00838721,0.00902867,0.00894632
500,512,0.1,0.001,1,489,0.0083304,0.00899786,0.00893601
500,512,0.1,0.001,1,567,0.00872787,0.0094471,0.00938335
500,512,0.1,0.001,1,657,0.00794905,0.00876871,0.00870298
500,512,0.1,0.001,1,761,0.00861918,0.00961133,0.00954042
500,512,0.1,0.001,1,882,0.00870063,0.00989594,0.00983109
500,512,0.1,0.001,1,1023,0.00906795,0.01053018,0.01045482
500,512,0.1,0.001,1,1185,0.00946639,0.01140785,0.01131969
500,512,0.1,0.001,1,1373,0.00982316,0.01248375,0.0123961
500,512,0.1,0.001,1,1592,0.01034437,0.01424327,0.01416052
500,512,0.1,0.001,1,1844,0.01092783,0.01757921,0.01741414
500,512,0.1,0.001,1,2137,0.01356092,0.02620478,0.02588523
500,512,0.1,0.001,1,2477,0.01646932,0.03765438,0.03749497
500,512,0.1,0.001,1,2871,0.01814749,0.04775197,0.04731254
500,512,0.1,0.001,1,3327,0.01944528,0.05414483,0.05367586
500,512,0.1,0.001,1,3855,0.01984319,0.05720142,0.05662694
500,512,0.1,0.001,1,4468,0.01992651,0.0564082,0.05572455
500,512,0.1,0.001,1,5177,0.02001172,0.05429559,0.05368329
500,512,0.1,0.001,1,6000,0.01989067,0.05153481,0.05090516
500,512,0.1,0.003,1,0,0.06602526,0.06505898,0.06626768
500,512,0.1,0.003,1,1,5.42968369,5.37036085,5.34755468
500,512,0.1,0.003,1,2,82.22772217,81.16784668,80.53559113
500,512,0.1,0.003,1,3,5.43302393,5.38342237,5.34552479
500,512,0.1,0.003,1,4,0.10804091,0.11102504,0.11152828
500,512,0.1,0.003,1,5,0.69780391,0.71072155,0.70511806
500,512,0.1,0.003,1,6,0.21731323,0.22534753,0.22755834
