n_train,hidden,noise,lr,seed,step,train_mse_clean,val_mse_clean,test_mse_clean
500,128,0.1,0.001,2,0,0.07018467,0.06976944,0.07265959
500,128,0.1,0.001,2,1,0.04108002,0.04045726,0.04310291
500,128,0.1,0.001,2,2,0.03599823,0.03547345,0.03739123
500,128,0.1,0.001,2,3,0.03363983,0.03342352,0.03497087
500,128,0.1,0.001,2,4,0.02754695,0.02729378,0.02895788
500,128,0.1,0.001,2,5,0.02483244,0.02428716,0.02611226
500,128,0.1,0.001,2,6,0.02392679,0.02317658,0.02503272
500,128,0.1,0.001,2,7,0.02109957,0.02037737,0.02214909
500,128,0.1,0.001,2,8,0.01787301,0.01730837,0.01893591
500,128,0.1,0.001,2,9,0.01707778,0.01664658,0.01815184
500,128,0.1,0.001,2,11,0.01575197,0.0154121,0.01690079
500,128,0.1,0.001,2,12,0.01531944,0.0150036,0.0164437
500,128,0.1,0.001,2,14,0.01321169,0.0129417,0.01402668
500,128,0.1,0.001,2,16,0.01242886,0.01200317,0.01314012
500,128,0.1,0.001,2,19,0.01077371,0.01039658,0.01119888
500,128,0.1,0.001,2,22,0.01030821,0.01003342,0.01077031
500,128,0.1,0.001,2,26,0.00877541,0.00846882,0.00908474
500,128,0.1,0.001,2,30,0.00783319,0.00754555,0.00815464
500,128,0.1,0.001,2,34,0.0064549,0.00622711,0.00674312
500,128,0.1,0.001,2,40,0.0050478,0.00488688,0.00527
500,128,0.1,0.001,2,46,0.00414435,0.00397232,0.00431766
500,128,0.1,0.001,2,54,0.0040977,0.00395575,0.0042458
500,128,0.1,0.001,2,62,0.00465252,0.00456139,0.00480658
500,128,0.1,0.001,2,72,0.00658502,0.00655678,0.00675197
500,128,0.1,0.001,2,83,0.00778031,0.00777344,0.00796579
500,128,0.1,0.001,2,97,0.00886553,0.00898432,0.00919223
500,128,0.1,0.001,2,112,0.00828172,0.0084306,0.00862018
500,128,0.1,0.001,2,130,0.00785602,0.00798232,0.00814639
500,128,0.1,0.001,2,150,0.00810816,0.00828684,0.00838854
500,128,0.1,0.001,2,174,0.00794084,0.00818805,0.00831491
500,128,0.1,0.001,2,202,0.00792543,0.00817117,0.00827283
500,128,0.1,0.001,2,234,0.00804606,0.00833119,0.00841083
500,128,0.1,0.001,2,271,0.00801008,0.00832926,0.00842555
500,128,0.1,0.001,2,314,0.00788964,0.00820369,0.00829304
500,128,0.1,0.001,2,364,0.00842684,0.0087436,0.00882485
500,128,0.1,0.001,2,422,0.00811206,0.00851146,0.0085689
500,128,0.1,0.001,2,489,0.00819914,0.00867485,0.00873835
500,128,0.1,0.001,2,567,0.00848135,0.00898841,0.00906523
500,128,0.1,0.001,2,657,0.00870106,0.00928734,0.00932326
500,128,0.1,0.001,2,761,0.00851705,0.00914049,0.00919026
500,128,0.1,0.001,2,882,0.00852529,0.00924975,0.00931195
500,128,0.1,0.001,2,1023,0.00860413,0.00940433,0.00943929
500,128,0.1,0.001,2,1185,0.0087976,0.00973687,0.00978861
500,128,0.1,0.001,2,1373,0.00878792,0.00985207,0.00990772
500,128,0.1,0.001,2,1592,0.00920705,0.0105553,0.01067644
500,128,0.1,0.001,2,1844,0.00908731,0.01070267,0.01088397
500,128,0.1,0.001,2,2137,0.00983319,0.01207088,0.01236603
500,128,0.1,0.001,2,2477,0.00994954,0.01322954,0.01365928
500,128,0.1,0.001,2,2871,0.01101602,0.01624282,0.01691763
500,128,0.1,0.001,2,3327,0.01222789,0.0208925,0.02201007
500,128,0.1,0.001,2,3855,0.01437714,0.02969167,0.03136197
