n_train,hidden,noise,lr,seed,step,train_mse_clean,val_mse_clean,test_mse_clean
500,512,0.0,0.001,0,0,0.0649939,0.06642562,0.06911605
500,512,0.0,0.001,0,1,0.5113343,0.49583662,0.49256599
500,512,0.0,0.001,0,2,0.74939942,0.74487978,0.74770045
500,512,0.0,0.001,0,3,0.14635651,0.14734998,0.15027058
500,512,0.0,0.001,0,4,0.04494551,0.04389629,0.04452898
500,512,0.0,0.001,0,5,0.12852424,0.12498619,0.12388515
500,512,0.0,0.001,0,6,0.05722551,0.05579928,0.05598325
500,512,0.0,0.001,0,7,0.04626478,0.04714905,0.04916196
500,512,0.0,0.001,0,8,0.13863035,0.13986458,0.1423227
500,512,0.0,0.001,0,9,0.10241313,0.10362615,0.10574554
500,512,0.0,0.001,0,11,0.05129833,0.04959764,0.04975741
500,512,0.0,0.001,0,12,0.08723355,0.08450874,0.08425401
500,512,0.0,0.001,0,14,0.01555636,0.01554224,0.01654459
500,512,0.0,0.001,0,16,0.05460557,0.055202,0.05660952
500,512,0.0,0.001,0,19,0.01346769,0.01343432,0.01418017
500,512,0.0,0.001,0,22,0.02520254,0.02461056,0.02503845
500,512,0.0,0.001,0,26,0.01807255,0.01856552,0.01940555
500,512,0.0,0.001,0,30,0.01025454,0.01032666,0.01092938
500,512,0.0,0.001,0,34,0.01249288,0.01208357,0.01243876
500,512,0.0,0.001,0,40,0.00918241,0.00940029,0.00998121
500,512,0.0,0.001,0,46,0.00687799,0.00676158,0.00709898
500,512,0.0,0.001,0,54,0.00534028,0.00548596,0.00583489
500,512,0.0,0.001,0,62,0.00369767,0.00378364,0.00401009
500,512,0.0,0.001,0,72,0.00266769,0.00278109,0.00293685
500,512,0.0,0.001,0,83,0.00188966,0.0019993,0.00210812
500,512,0.0,0.001,0,97,0.00139191,0.00150411,0.00159034
500,512,0.0,0.001,0,112,0.00106616,0.00116576,0.00123429
500,512,0.0,0.001,0,130,0.00080261,0.00088622,0.00094433
500,512,0.0,0.001,0,150,0.00060591,0.00067816,0.00072811
500,512,0.0,0.001,0,174,0.00044667,0.00050948,0.00055022
500,512,0.0,0.001,0,202,0.00032635,0.00038084,0.00041253
500,512,0.0,0.001,0,234,0.00023893,0.00028709,0.00031204
500,512,0.0,0.001,0,271,0.00017662,0.00021835,0.00023725
500,512,0.0,0.001,0,314,0.00013367,0.00016931,0.0001841
500,512,0.0,0.001,0,364,0.00010875,0.0001408,0.0001519
500,512,0.0,0.001,0,422,0.00078027,0.00080862,0.00081996
500,512,0.0,0.001,0,489,5.889e-05,8.265e-05,9.061e-05
500,512,0.0,0.001,0,567,5.076e-05,7.312e-05,7.984e-05
500,512,0.0,0.001,0,657,3.486e-05,5.299e-05,5.856e-05
500,512,0.0,0.001,0,761,0.00083946,0.00084851,0.00085653
500,512,0.0,0.001,0,882,2.108e-05,3.45e-05,3.844e-05
500,512,0.0,0.001,0,1023,9.906e-05,0.00011245,0.0001186
500,512,0.0,0.001,0,1185,1.61e-05,2.583e-05,2.862e-05
500,512,0.0,0.001,0,1373,1.073e-05,1.931e-05,2.165e-05
500,512,0.0,0.001,0,1592,2.176e-05,2.881e-05,3.069e-05
500,512,0.0,0.001,0,1844,0.00012471,0.00013155,0.00013295
500,512,0.0,0.001,0,2137,5.84e-06,1.186e-05,1.341e-05
500,512,0.0,0.001,0,2477,3.98e-06,8.71e-06,9.84e-06
500,512,0.0,0.001,0,2871,4.62e-06,8.75e-06,9.7e-06
500,512,0.0,0.001,0,3327,1.742e-05,2.076e-05,2.174e-05
500,512,0.0,0.001,0,3855,3.54e-06,6.8e-06,7.53e-06
500,512,0.0,0.001,0,4468,1.86e-06,5.21e-06,5.97e-06
500,512,0.0,0.001,0,5177,2.999e-05,3.364e-05,3.527e-05
500,512,0.0,0.001,0,6000,4.68e-06,8.02e-06,9.27e-06
500,512,0.0,0.003,0,0,0.0649939,0.06642562,0.06911605
500,512,0.0,0.003,0,1,5.23505259,5.12095785,5.11071062
500,512,0.0,0.003,0,2,99.96284485,98.26764679,98.04077148
500,512,0.0,0.003,0,3,6.25890064,6.21057653,6.21701956
500,512,0.0,0.003,0,4,0.13865101,0.13747381,0.13775437
500,512,0.0,0.003,0,5,0.98675954,0.97722369,0.96730292
500,512,0.0,0.003,0,6,0.23333481,0.23423578,0.23345791
500,512,0.0,0.003,0,7,0.24207529,0.23858681,0.2421706
500,512,0.0,0.003,0,8,0.51531023,0.51610523,0.5216673
500,512,0.0,0.003,0,9,0.44060478,0.44481814,0.45206225
500,512,0.0,0.003,0,11,0.13228594,0.13329768,0.13747208
500,512,0.0,0.003,0,12,0.08093347,0.08074716,0.08290906
500,512,0.0,0.003,0,14,0.07790678,0.07747623,0.07763439
500,512,0.0,0.003,0,16,0.08366063,0.08357039,0.08365352
500,512,0.0,0.003,0,19,0.06475395,0.06494097,0.06610308
500,512,0.0,0.003,0,22,0.04746338,0.04817682,0.05005465
500,512,0.0,0.003,0,26,0.04145475,0.04222751,0.04419453
500,512,0.0,0.003,0,30,0.03350007,0.03416736,0.0362858
500,512,0.0,0.003,0,34,0.02652682,0.02686205,0.02862825
500,512,0.0,0.003,0,40,0.0212087,0.021337,0.02273883
500,512,0.0,0.003,0,46,0.01793247,0.01811097,0.0194835
500,512,0.0,0.003,0,54,0.01390209,0.01410421,0.01527856
500,512,0.0,0.003,0,62,0.0119279,0.01216087,0.01317541
500,512,0.0,0.003,0,72,0.00989123,0.01002993,0.01086338
500,512,0.0,0.003,0,83,0.00833581,0.00850304,0.00924711
500,512,0.0,0.003,0,97,0.00693098,0.00710735,0.00773724
500,512,0.0,0.003,0,112,0.00585638,0.00606107,0.00663296
500,512,0.0,0.003,0,130,0.00495557,0.00517867,0.00566829
500,512,0.0,0.003,0,150,0.00423931,0.00447022,0.00490469
500,512,0.0,0.003,0,174,0.00358505,0.00382775,0.0042109
500,512,0.0,0.003,0,202,0.00297437,0.00321975,0.00353682
500,512,0.0,0.003,0,234,0.0024237,0.0026717,0.00295111
500,512,0.0,0.003,0,271,0.00193674,0.00218667,0.00241666
500,512,0.0,0.003,0,314,0.00153723,0.00179367,0.00198278
500,512,0.0,0.003,0,364,0.00121267,0.00145804,0.00161081
