n_train,hidden,noise,lr,seed,step,train_mse_clean,val_mse_clean,test_mse_clean
500,128,0.0,0.001,0,0,0.05966126,0.06095166,0.06354206
500,128,0.0,0.001,0,1,0.03942981,0.03966941,0.04141362
500,128,0.0,0.001,0,2,0.03861452,0.03785558,0.03901061
500,128,0.0,0.001,0,3,0.0318773,0.03122,0.03238773
500,128,0.0,0.001,0,4,0.02704846,0.02695639,0.02819537
500,128,0.0,0.001,0,5,0.02603528,0.02637238,0.02757217
500,128,0.0,0.001,0,6,0.02299217,0.02340066,0.0244725
500,128,0.0,0.001,0,7,0.01869625,0.01893524,0.01987519
500,128,0.0,0.001,0,8,0.01712745,0.01714384,0.01801495
500,128,0.0,0.001,0,9,0.01705393,0.01698599,0.01789397
500,128,0.0,0.001,0,11,0.01554062,0.01554826,0.01661752
500,128,0.0,0.001,0,12,0.0156686,0.01570603,0.01673897
500,128,0.0,0.001,0,14,0.01275,0.01266192,0.01348079
500,128,0.0,0.001,0,16,0.01146011,0.01120059,0.01184843
500,128,0.0,0.001,0,19,0.0099141,0.0098804,0.01043249
500,128,0.0,0.001,0,22,0.00912011,0.00890837,0.0093398
500,128,0.0,0.001,0,26,0.0071197,0.00694379,0.0072897
500,128,0.0,0.001,0,30,0.00585694,0.00583375,0.00617008
500,128,0.0,0.001,0,34,0.00426427,0.0042884,0.00456231
500,128,0.0,0.001,0,40,0.00305733,0.0031311,0.00333981
500,128,0.0,0.001,0,46,0.00228403,0.00230443,0.00246304
500,128,0.0,0.001,0,54,0.00175136,0.00183569,0.00193718
500,128,0.0,0.001,0,62,0.0013221,0.00140264,0.00148348
500,128,0.0,0.001,0,72,0.00099388,0.00106616,0.00112511
500,128,0.0,0.001,0,83,0.00074402,0.0008021,0.00085666
500,128,0.0,0.001,0,97,0.00068233,0.00072617,0.00077323
500,128,0.0,0.001,0,112,0.00047266,0.00051044,0.0005458
500,128,0.0,0.001,0,130,0.00028865,0.00032829,0.00035365
500,128,0.0,0.001,0,150,0.00027871,0.00030862,0.00032978
500,128,0.0,0.001,0,174,0.00016984,0.00019778,0.00021389
500,128,0.0,0.001,0,202,0.0001466,0.00017138,0.00018334
500,128,0.0,0.001,0,234,0.00011057,0.00013223,0.00014112
500,128,0.0,0.001,0,271,0.00025734,0.0002732,0.00028335
500,128,0.0,0.001,0,314,6.868e-05,8.596e-05,9.213e-05
500,128,0.0,0.001,0,364,0.00028551,0.00029767,0.00030735
500,128,0.0,0.001,0,422,4.426e-05,5.783e-05,6.21e-05
500,128,0.0,0.001,0,489,8.724e-05,9.83e-05,0.00010296
500,128,0.0,0.001,0,567,4.163e-05,5.238e-05,5.644e-05
500,128,0.0,0.001,0,657,4.557e-05,5.515e-05,5.762e-05
500,128,0.0,0.001,0,761,2.09e-05,2.938e-05,3.226e-05
500,128,0.0,0.001,0,882,1.556e-05,2.312e-05,2.548e-05
500,128,0.0,0.001,0,1023,2.318e-05,3.019e-05,3.205e-05
500,128,0.0,0.001,0,1185,1.3e-05,1.875e-05,2.07e-05
500,128,0.0,0.001,0,1373,2.949e-05,3.387e-05,3.603e-05
500,128,0.0,0.001,0,1592,9.9e-06,1.442e-05,1.598e-05
500,128,0.0,0.001,0,1844,1.89e-05,2.247e-05,2.396e-05
500,128,0.0,0.001,0,2137,5.53e-06,9.07e-06,1.031e-05
500,128,0.0,0.001,0,2477,2.724e-05,2.984e-05,3.118e-05
500,128,0.0,0.001,0,2871,1.649e-05,1.917e-05,2.031e-05
500,128,0.0,0.001,0,3327,3.44e-06,5.85e-06,6.69e-06
500,128,0.0,0.001,0,3855,4.22e-06,6.41e-06,7.1e-06
500,128,0.0,0.001,0,4468,1.452e-05,1.609e-05,1.678e-05
500,128,0.0,0.001,0,5177,9.24e-06,1.104e-05,1.18e-05
500,128,0.0,0.001,0,6000,3.37e-06,4.8e-06,5.33e-06
500,128,0.0,0.003,0,0,0.05966126,0.06095166,0.06354206
500,128,0.0,0.003,0,1,0.1070956,0.10379577,0.10371587
500,128,0.0,0.003,0,2,0.07086128,0.07201464,0.07416687
500,128,0.0,0.003,0,3,0.06010625,0.06131921,0.0631986
500,128,0.0,0.003,0,4,0.03228187,0.03276603,0.03417589
500,128,0.0,0.003,0,5,0.0291291,0.02872937,0.02964467
500,128,0.0,0.003,0,6,0.03375034,0.03294803,0.03362629
500,128,0.0,0.003,0,7,0.02606245,0.02568096,0.02654774
500,128,0.0,0.003,0,8,0.02160205,0.0218002,0.02296106
500,128,0.0,0.003,0,9,0.02493039,0.02544208,0.02673179
500,128,0.0,0.003,0,11,0.01736653,0.01760174,0.01861629
500,128,0.0,0.003,0,12,0.01655725,0.01648304,0.01735335
500,128,0.0,0.003,0,14,0.01631267,0.01621921,0.01709227
500,128,0.0,0.003,0,16,0.01460655,0.01481263,0.01556627
500,128,0.0,0.003,0,19,0.0110769,0.01083955,0.01155983
500,128,0.0,0.003,0,22,0.00926546,0.00903985,0.00951166
500,128,0.0,0.003,0,26,0.00735745,0.00721098,0.00757655
500,128,0.0,0.003,0,30,0.00595272,0.00589231,0.0061644
500,128,0.0,0.003,0,34,0.00454695,0.00451532,0.00482148
500,128,0.0,0.003,0,40,0.0030247,0.00306552,0.00328178
500,128,0.0,0.003,0,46,0.00213144,0.00217328,0.00232422
500,128,0.0,0.003,0,54,0.0015434,0.00161329,0.0016901
500,128,0.0,0.003,0,62,0.00107841,0.00114251,0.00120373
500,128,0.0,0.003,0,72,0.00078884,0.00085094,0.00090812
500,128,0.0,0.003,0,83,0.00055484,0.00059945,0.00064309
500,128,0.0,0.003,0,97,0.0003759,0.00041893,0.0004523
500,128,0.0,0.003,0,112,0.0002701,0.00030896,0.00033529
500,128,0.0,0.003,0,130,0.0001971,0.00023193,0.00025195
500,128,0.0,0.003,0,150,0.00014969,0.00017997,0.00019648
500,128,0.0,0.003,0,174,0.0001161,0.00014225,0.00015567
500,128,0.0,0.003,0,202,8.801e-05,0.00011122,0.00012201
500,128,0.0,0.003,0,234,6.666e-05,8.66e-05,9.543e-05
500,128,0.0,0.003,0,271,0.00011429,0.00013079,0.00013642
500,128,0.0,0.003,0,314,0.00012974,0.00014388,0.00015497
500,128,0.0,0.003,0,364,3.126e-05,4.494e-05,5.012e-05
500,128,0.0,0.003,0,422,2.596e-05,3.787e-05,4.256e-05
500,128,0.0,0.003,0,489,0.0001954,0.00019985,0.00020836
500,128,0.0,0.003,0,567,1.555e-05,2.447e-05,2.784e-05
500,128,0.0,0.003,0,657,1.254e-05,2.025e-05,2.302e-05
500,128,0.0,0.003,0,761,0.00011236,0.00011814,0.00012173
500,128,0.0,0.003,0,882,8.8e-06,1.485e-05,1.721e-05
500,128,0.0,0.003,0,1023,1.405e-05,1.873e-05,2.042e-05
500,128,0.0,0.003,0,1185,6.71e-06,1.148e-05,1.322e-05
500,128,0.0,0.003,0,1373,4.99e-06,9.14e-06,1.067e-05
500,128,0.0,0.003,0,1592,3.95e-06,7.55e-06,8.82e-06
500,128,0.0,0.003,0,1844,3.74e-06,7.19e-06,8.55e-06
500,128,0.0,0.003,0,2137,4.1e-06,7.38e-06,8.62e-06
500,128,0.0,0.003,0,2477,2.91e-06,5.99e-06,7.19e-06
500,128,0.0,0.003,0,2871,2.44e-06,5.43e-06,6.5e-06
500,128,0.0,0.003,0,3327,2.59e-06,5.2e-06,6.09e-06
500,128,0.0,0.003,0,3855,1.495e-05,1.742e-05,1.836e-05
500,128,0.0,0.003,0,4468,5.27e-06,8.15e-06,9.25e-06
500,128,0.0,0.003,0,5177,1.89e-06,5.03e-06,6.02e-06
500,128,0.0,0.003,0,6000,4.116e-05,4.566e-05,4.81e-05
1000,128,0.0,0.001,0,0,0.06047615,0.06095166,0.06354206
1000,128,0.0,0.001,0,1,0.0393653,0.03965288,0.04139965
1000,128,0.0,0.001,0,2,0.03823486,0.03810709,0.03922423
1000,128,0.0,0.001,0,3,0.03151947,0.03141283,0.03254304
1000,128,0.0,0.001,0,4,0.02666849,0.02686116,0.02805782
1000,128,0.0,0.001,0,5,0.02567059,0.02611422,0.02727239
1000,128,0.0,0.001,0,6,0.02291251,0.02343462,0.02447584
1000,128,0.0,0.001,0,7,0.01855804,0.01903189,0.01995112
1000,128,0.0,0.001,0,8,0.01669289,0.017092,0.01794745
1000,128,0.0,0.001,0,9,0.01669928,0.01709491,0.01798054
1000,128,0.0,0.001,0,11,0.01522879,0.01569796,0.01674794
1000,128,0.0,0.001,0,12,0.01540124,0.01586663,0.01686206
1000,128,0.0,0.001,0,14,0.01236541,0.01275386,0.01355264
1000,128,0.0,0.001,0,16,0.01130383,0.01151919,0.01218686
1000,128,0.0,0.001,0,19,0.00979281,0.01006183,0.01054528
1000,128,0.0,0.001,0,22,0.00904583,0.00918395,0.0095998
1000,128,0.0,0.001,0,26,0.00703792,0.00723662,0.00757733
1000,128,0.0,0.001,0,30,0.00581481,0.00604217,0.00635214
1000,128,0.0,0.001,0,34,0.0043166,0.00449264,0.00473675
1000,128,0.0,0.001,0,40,0.00307451,0.0032423,0.0034446
1000,128,0.0,0.001,0,46,0.0022024,0.00232608,0.00247657
1000,128,0.0,0.001,0,54,0.00174272,0.00186102,0.00195165
1000,128,0.0,0.001,0,62,0.00133089,0.0014459,0.00151709
1000,128,0.0,0.001,0,72,0.00100791,0.00111347,0.00116449
1000,128,0.0,0.001,0,83,0.00076058,0.00084354,0.00089018
1000,128,0.0,0.001,0,97,0.00063793,0.00070436,0.00074392
1000,128,0.0,0.001,0,112,0.00052846,0.00058143,0.00061169
1000,128,0.0,0.001,0,130,0.00034311,0.00038171,0.00040838
1000,128,0.0,0.001,0,150,0.00024828,0.0002783,0.00029885
1000,128,0.0,0.001,0,174,0.00019938,0.00022361,0.00023958
1000,128,0.0,0.001,0,202,0.00013177,0.0001533,0.00016453
1000,128,0.0,0.001,0,234,0.00015566,0.00017445,0.00018557
1000,128,0.0,0.001,0,271,9.405e-05,0.00011065,0.00011772
1000,128,0.0,0.001,0,314,6.919e-05,8.34e-05,8.859e-05
1000,128,0.0,0.001,0,364,6.068e-05,7.328e-05,7.82e-05
1000,128,0.0,0.001,0,422,5.264e-05,6.398e-05,6.748e-05
1000,128,0.0,0.001,0,489,4.77e-05,5.742e-05,6.036e-05
1000,128,0.0,0.001,0,567,3.11e-05,3.977e-05,4.261e-05
1000,128,0.0,0.001,0,657,5.938e-05,6.667e-05,6.916e-05
1000,128,0.0,0.001,0,761,5.077e-05,5.709e-05,5.967e-05
1000,128,0.0,0.001,0,882,1.719e-05,2.324e-05,2.539e-05
1000,128,0.0,0.001,0,1023,1.556e-05,2.085e-05,2.267e-05
1000,128,0.0,0.001,0,1185,1.409e-05,1.828e-05,2.005e-05
1000,128,0.0,0.001,0,1373,3.538e-05,3.89e-05,4.103e-05
1000,128,0.0,0.001,0,1592,1.054e-05,1.37e-05,1.517e-05
1000,128,0.0,0.001,0,1844,2.104e-05,2.356e-05,2.507e-05
1000,128,0.0,0.001,0,2137,3.948e-05,4.179e-05,4.349e-05
1000,128,0.0,0.001,0,2477,8.04e-06,1.018e-05,1.113e-05
1000,128,0.0,0.001,0,2871,9.786e-05,9.801e-05,9.98e-05
1000,128,0.0,0.001,0,3327,1.238e-05,1.401e-05,1.482e-05
1000,128,0.0,0.001,0,3855,3.73e-06,5.12e-06,5.76e-06
1000,128,0.0,0.001,0,4468,1.063e-05,1.169e-05,1.231e-05
