n_train,hidden,noise,lr,seed,step,train_mse_clean,val_mse_clean,test_mse_clean
500,64,0.1,0.001,0,0,0.06869121,0.07017677,0.07276565
500,64,0.1,0.001,0,1,0.05609372,0.05726604,0.05962064
500,64,0.1,0.001,0,2,0.04674969,0.04755649,0.0496533
500,64,0.1,0.001,0,3,0.04072255,0.04109387,0.04290684
500,64,0.1,0.001,0,4,0.03801195,0.03795692,0.03949881
500,64,0.1,0.001,0,5,0.03697949,0.03663344,0.03796778
500,64,0.1,0.001,0,6,0.03555459,0.03511409,0.03631937
500,64,0.1,0.001,0,7,0.03300833,0.03262367,0.03376854
500,64,0.1,0.001,0,8,0.03011226,0.02983223,0.03095847
500,64,0.1,0.001,0,9,0.02766076,0.02747299,0.02859939
500,64,0.1,0.001,0,11,0.02449209,0.02440423,0.02553365
500,64,0.1,0.001,0,12,0.02313606,0.02305473,0.02417138
500,64,0.1,0.001,0,14,0.02002919,0.0199171,0.0209745
500,64,0.1,0.001,0,16,0.01740196,0.017252,0.01821645
500,64,0.1,0.001,0,19,0.01578245,0.01574283,0.01661148
500,64,0.1,0.001,0,22,0.01454498,0.01452855,0.01541513
500,64,0.1,0.001,0,26,0.01284048,0.01266654,0.01344975
500,64,0.1,0.001,0,30,0.01133794,0.01116659,0.0118147
500,64,0.1,0.001,0,34,0.01052615,0.01040889,0.01094999
500,64,0.1,0.001,0,40,0.00904774,0.00883534,0.00929131
500,64,0.1,0.001,0,46,0.00762662,0.00749693,0.00783543
500,64,0.1,0.001,0,54,0.00544814,0.00547725,0.0057379
500,64,0.1,0.001,0,62,0.00379947,0.00390642,0.00411051
500,64,0.1,0.001,0,72,0.00323907,0.00344941,0.00358016
500,64,0.1,0.001,0,83,0.00393863,0.00414229,0.00428733
500,64,0.1,0.001,0,97,0.0057741,0.00598293,0.0060775
500,64,0.1,0.001,0,112,0.00778209,0.00797324,0.00813014
500,64,0.1,0.001,0,130,0.00778168,0.00798165,0.00809448
500,64,0.1,0.001,0,150,0.00785831,0.00806976,0.00817938
500,64,0.1,0.001,0,174,0.00797011,0.00817756,0.0082572
500,64,0.1,0.001,0,202,0.00778024,0.00801287,0.00807356
500,64,0.1,0.001,0,234,0.00786458,0.00810675,0.00817182
500,64,0.1,0.001,0,271,0.00803829,0.00831901,0.0083814
500,64,0.1,0.001,0,314,0.00792097,0.00821766,0.00827571
500,64,0.1,0.001,0,364,0.00789961,0.00821876,0.00825846
500,64,0.1,0.001,0,422,0.00800196,0.00834328,0.0083752
500,64,0.1,0.001,0,489,0.00825103,0.00862155,0.00868597
500,64,0.1,0.001,0,567,0.00818544,0.00860655,0.0086429
500,64,0.1,0.001,0,657,0.00831557,0.00877304,0.00880975
500,64,0.1,0.001,0,761,0.00825496,0.00875876,0.00881517
500,64,0.1,0.001,0,882,0.00852658,0.0090851,0.00912004
500,64,0.1,0.001,0,1023,0.00862335,0.00918382,0.00925525
500,64,0.1,0.001,0,1185,0.00877254,0.00940205,0.00948576
500,64,0.1,0.001,0,1373,0.00852674,0.00927369,0.00932941
500,64,0.1,0.001,0,1592,0.00865148,0.00946673,0.00956213
500,64,0.1,0.001,0,1844,0.00881883,0.00980624,0.0098671
500,64,0.1,0.001,0,2137,0.00876565,0.00988791,0.00997404
500,64,0.1,0.001,0,2477,0.00893973,0.01025679,0.01034747
500,64,0.1,0.001,0,2871,0.00911216,0.01064997,0.01074082
500,64,0.1,0.001,0,3327,0.00934224,0.01126599,0.01137591
500,64,0.1,0.001,0,3855,0.00938942,0.01181249,0.0119564
500,64,0.1,0.001,0,4468,0.01025227,0.01358608,0.01377298
500,64,0.1,0.001,0,5177,0.01070075,0.01554847,0.01586749
500,64,0.1,0.001,0,6000,0.01162631,0.01909879,0.01955452
500,64,0.1,0.003,0,0,0.06869121,0.07017677,0.07276565
500,64,0.1,0.003,0,1,0.04207003,0.04247576,0.04432149
500,64,0.1,0.003,0,2,0.04042392,0.03979174,0.04097613
500,64,0.1,0.003,0,3,0.03160976,0.03131469,0.03245376
500,64,0.1,0.003,0,4,0.0275636,0.02751127,0.02873397
500,64,0.1,0.003,0,5,0.02560133,0.02545014,0.02664629
500,64,0.1,0.003,0,6,0.02063851,0.02033214,0.02139101
500,64,0.1,0.003,0,7,0.01706232,0.0168546,0.01778475
500,64,0.1,0.003,0,8,0.01678809,0.01681663,0.01768968
500,64,0.1,0.003,0,9,0.01729464,0.01732642,0.01820761
500,64,0.1,0.003,0,11,0.01421217,0.01407234,0.01492914
500,64,0.1,0.003,0,12,0.01315822,0.01294849,0.01377111
500,64,0.1,0.003,0,14,0.01156205,0.01133469,0.01197905
